36167,2013-12-29
36167,2013-12-29
38250,2014-01-01
39000,2014-01-02
39000,2014-01-02
38600,2014-01-04
36167,2014-01-05
36167,2014-01-05
36167,2014-01-05
38600,2014-01-08
38600,2014-01-09
38600,2014-01-10
38600,2014-01-11
36833,2014-01-12
36833,2014-01-12
36833,2014-01-12
38600,2014-01-15
38600,2014-01-15
38600,2014-01-17
38600,2014-01-18
38500,2014-01-19
38500,2014-01-19
38500,2014-01-19
38600,2014-01-22
38600,2014-01-23
38600,2014-01-24
38600,2014-01-25
35833,2014-01-26
35833,2014-01-26
35833,2014-01-26
36600,2014-01-29
36600,2014-01-30
38600,2014-01-31
38600,2014-01-31
40000,2014-02-02
40000,2014-02-02
38600,2014-02-04
54000,2014-02-05
54000,2014-02-06
54000,2014-02-07
54000,2014-02-08
52500,2014-02-09
52500,2014-02-09
52500,2014-02-09
52000,2014-02-12
49000,2014-02-13
49000,2014-02-14
49000,2014-02-15
46833,2014-02-16
46833,2014-02-16
46833,2014-02-16
49000,2014-02-19
49000,2014-02-20
49000,2014-02-21
49000,2014-02-22
47833,2014-02-23
47833,2014-02-23
47833,2014-02-23
49000,2014-02-26
49000,2014-02-27
59000,2014-02-28
59000,2014-03-01
60000,2014-03-02
60000,2014-03-02
60000,2014-03-02
69000,2014-03-05
69000,2014-03-06
69000,2014-03-07
71000,2014-03-08
61833,2014-03-09
61833,2014-03-09
61833,2014-03-09
67000,2014-03-12
67000,2014-03-13
67000,2014-03-14
67000,2014-03-15
61667,2014-03-16
61667,2014-03-16
61667,2014-03-16
63000,2014-03-19
63000,2014-03-20
63000,2014-03-21
63000,2014-03-22
59833,2014-03-23
59833,2014-03-23
59833,2014-03-23
72000,2014-03-26
72000,2014-03-27
72000,2014-03-28
72000,2014-03-29
66000,2014-03-30
66000,2014-03-30
38600,2014-04-01
40000,2014-04-02
76000,2014-04-03
76000,2014-04-04
76000,2014-04-05
69667,2014-04-06
69667,2014-04-06
69667,2014-04-06
79000,2014-04-09
79000,2014-04-10
79000,2014-04-10
79000,2014-04-12
70833,2014-04-13
70833,2014-04-13
70833,2014-04-13
66000,2014-04-16
66000,2014-04-17
66000,2014-04-18
66000,2014-04-19
30000,2014-04-20
30000,2014-04-20
30000,2014-04-20
66000,2014-04-23
62000,2014-04-24
62000,2014-04-25
58000,2014-04-26
50333,2014-04-27
50333,2014-04-27
50333,2014-04-27
31600,2014-04-30
31600,2014-05-01
31600,2014-05-02
31600,2014-05-02
28333,2014-05-04
28333,2014-05-04
28333,2014-05-04
29000,2014-05-07
29000,2014-05-08
29000,2014-05-09
29000,2014-05-10
14000,2014-05-11
14000,2014-05-11
14000,2014-05-11
14000,2014-05-11
14000,2014-05-11
14000,2014-05-11
14000,2014-05-11
14000,2014-05-18
14000,2014-05-18
14000,2014-05-18
14000,2014-05-18
14000,2014-05-18
14000,2014-05-18
14000,2014-05-18
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
14000,2014-05-25
16000,2014-06-08
16000,2014-06-08
16000,2014-06-08
16000,2014-06-08
16000,2014-06-08
16000,2014-06-08
16000,2014-06-08
12000,2014-06-15
12000,2014-06-15
12000,2014-06-15
12000,2014-06-15
12000,2014-06-15
12000,2014-06-15
12000,2014-06-15
12000,2014-06-22
12000,2014-06-22
12000,2014-06-22
12000,2014-06-22
12000,2014-06-22
12000,2014-06-22
20400,2014-06-28
12000,2014-06-29
12000,2014-06-29
12000,2014-06-29
20400,2014-07-02
20000,2014-07-03
20000,2014-07-04
20000,2014-07-05
19000,2014-07-06
19000,2014-07-06
19000,2014-07-06
19000,2014-07-09
19000,2014-07-10
19000,2014-07-10
19000,2014-07-12
18167,2014-07-13
18167,2014-07-13
18167,2014-07-13
19000,2014-07-16
19000,2014-07-17
19000,2014-07-18
19000,2014-07-19
18000,2014-07-20
18000,2014-07-20
18000,2014-07-20
19600,2014-07-23
26200,2014-07-24
28200,2014-07-25
28200,2014-07-26
25667,2014-07-27
25667,2014-07-27
25667,2014-07-27
25667,2014-07-27
25667,2014-07-27
25667,2014-07-27
25667,2014-07-27
16000,2014-08-03
16000,2014-08-03
16000,2014-08-03
28600,2014-08-06
25200,2014-08-07
24600,2014-08-08
24600,2014-08-09
24167,2014-08-10
24167,2014-08-10
24167,2014-08-10
24600,2014-08-13
24600,2014-08-14
24600,2014-08-15
24600,2014-08-15
16000,2014-08-17
16000,2014-08-17
16000,2014-08-17
16000,2014-08-17
16000,2014-08-17
16000,2014-08-17
16000,2014-08-17
12000,2014-08-24
12000,2014-08-24
12000,2014-08-24
33600,2014-08-27
33600,2014-08-28
33600,2014-08-29
30000,2014-08-30
27000,2014-08-31
27000,2014-08-31
27000,2014-08-31
27200,2014-09-03
26600,2014-09-04
26600,2014-09-05
27600,2014-09-06
25500,2014-09-07
20000,2014-09-08
20000,2014-09-09
26600,2014-09-10
26600,2014-09-11
26600,2014-09-12
27600,2014-09-13
25333,2014-09-14
20000,2014-09-15
20000,2014-09-16
19400,2014-09-17
19400,2014-09-18
19400,2014-09-19
19400,2014-09-20
18167,2014-09-21
20000,2014-09-22
20000,2014-09-23
19400,2014-09-24
19400,2014-09-25
19400,2014-09-26
19400,2014-09-27
18833,2014-09-28
25000,2014-09-29
25000,2014-09-30
20400,2014-10-01
23400,2014-10-02
23400,2014-10-03
19250,2014-10-04
19400,2014-10-05
19400,2014-10-05
19400,2014-10-05
19250,2014-10-08
19250,2014-10-09
19250,2014-10-10
19250,2014-10-11
20000,2014-10-12
20000,2014-10-12
20000,2014-10-12
19250,2014-10-15
19250,2014-10-16
19250,2014-10-17
19250,2014-10-18
20200,2014-10-19
20200,2014-10-19
20200,2014-10-19
19250,2014-10-22
19250,2014-10-23
19250,2014-10-24
19250,2014-10-25
20400,2014-10-26
20400,2014-10-26
20400,2014-10-26
21750,2014-10-29
22500,2014-10-30
22500,2014-10-31
38750,2014-11-01
36000,2014-11-02
40000,2014-11-03
40000,2014-11-04
39167,2014-11-05
39167,2014-11-06
39167,2014-11-07
